,inscricao,latitude,longitude,valor_aval,exercicio,bairro
206,206,"-22,8333906","-42,0002516",1800295.2328973273,2005,Caminho de Búzios
207,207,"-22,8296555","-42,0016937",5475862.9088945445,2009,Caminho de Búzios
208,208,"-22,8353751","-41,9987354",29533509.721675117,2014,Caminho de Búzios
209,209,"-22,8351664","-42,0016211",4130674.985888353,2020,Caminho de Búzios
210,210,"-22,8356013","-42,0011481",19713095.80523125,2005,Caminho de Búzios
211,211,"-22,8352731","-41,9987805",11720115.80046285,2020,Caminho de Búzios
212,212,"-22,8364481","-42,0002287",9719124.58948238,2008,Caminho de Búzios
213,213,"-22,8333906","-42,0002516",5078806.721147299,2010,Caminho de Búzios
214,214,"-22,8271782","-42,0029734",6179997.310896022,2013,Caminho de Búzios
215,215,"-22,8320677","-42,0030806",107442.64288529655,2022,Caminho de Búzios
216,216,"-22,8303274","-42,0045356",7265237.580714758,2020,Caminho de Búzios
217,217,"-22,8296418","-42,003386",4455453.627489137,2010,Caminho de Búzios
218,218,"-22,8336475","-42,0033839",202809.46327637864,2009,Caminho de Búzios
219,219,"-22,8320677","-42,0030806",1154183.4048995073,2017,Caminho de Búzios
220,220,"-22,8289771","-42,0031433",13308817.869395042,2014,Caminho de Búzios
221,221,"-22,8340735","-42,0028342",33968106.632816985,2020,Caminho de Búzios
222,222,"-22,8351664","-42,0016211",16227108.17045266,2013,Caminho de Búzios
223,223,"-22,8296418","-42,003386",12544414.47068836,2012,Caminho de Búzios
224,224,"-22,8351664","-42,0016211",35066761.65708132,2009,Caminho de Búzios
225,225,"-22,8351664","-42,0016211",2135206.590936076,2016,Caminho de Búzios
226,226,"-22,8356013","-42,0011481",17580832.195097398,2013,Caminho de Búzios
227,227,"-22,8356013","-42,0011481",1550325.8015056353,2006,Caminho de Búzios
228,228,"-22,8333906","-42,0002516",698356.5092102727,2014,Caminho de Búzios
229,229,"-22,8340735","-42,0028342",13708138.245010197,2016,Caminho de Búzios
230,230,"-22,8364481","-42,0002287",7739066.276193262,2019,Caminho de Búzios
231,231,"-22,8333906","-42,0002516",60288587.90021646,2016,Caminho de Búzios
232,232,"-22,8333906","-42,0002516",9836132.37932236,2012,Caminho de Búzios
233,233,"-22,8318342","-42,006092",22840355.139780186,2014,Caminho de Búzios
234,234,"-22,8296555","-42,0016937",1187838.901858011,2011,Caminho de Búzios
235,235,"-22,8340735","-42,0028342",15974986.934823958,2013,Caminho de Búzios
236,236,"-22,8337279","-42,0013436",1043763.3126992639,2022,Caminho de Búzios
237,237,"-22,8340735","-42,0028342",667380.1140899183,2015,Caminho de Búzios
238,238,"-22,8313784","-42,0065688",8738643.014846737,2019,Caminho de Búzios
239,239,"-22,8336475","-42,0033839",19249796.391661353,2009,Caminho de Búzios
240,240,"-22,8352731","-41,9987805",12945033.954304086,2011,Caminho de Búzios
241,241,"-22,8320677","-42,0030806",27798620.40924602,2008,Caminho de Búzios
242,242,"-22,8336475","-42,0033839",887685.3225019539,2017,Caminho de Búzios
243,243,"-22,8340735","-42,0028342",41970138.969857536,2010,Caminho de Búzios
244,244,"-22,8337279","-42,0013436",25037973.28051248,2013,Caminho de Búzios
245,245,"-22,8352731","-41,9987805",7031873.324091402,2016,Caminho de Búzios
246,246,"-22,8318911","-42,0042703",7231796.969620644,2007,Caminho de Búzios
247,247,"-22,8364481","-42,0002287",6473929.482214914,2013,Caminho de Búzios
248,248,"-22,831212","-42,0067729",7873917.429210373,2014,Caminho de Búzios
249,249,"-22,8333906","-42,0002516",579283.1621435757,2007,Caminho de Búzios
250,250,"-22,8296555","-42,0016937",5524473.529021667,2018,Caminho de Búzios
251,251,"-22,8306097","-42,0057923",45501576.439341135,2010,Caminho de Búzios
252,252,"-22,8321139","-42,004216",25664010.128457937,2016,Caminho de Búzios
253,253,"-22,8331656","-42,0028456",8988086.945526008,2018,Caminho de Búzios
254,254,"-22,8356013","-42,0011481",12748267.43534603,2021,Caminho de Búzios
255,255,"-22,8333906","-42,0002516",22825785.998203512,2012,Caminho de Búzios
256,256,"-22,8311795","-42,0037374",25806017.12036106,2013,Caminho de Búzios
257,257,"-22,8289771","-42,0031433",756200.325985235,2007,Caminho de Búzios
258,258,"-22,8336475","-42,0033839",31550247.79125739,2008,Caminho de Búzios
259,259,"-22,8351664","-42,0016211",18235466.10580337,2014,Caminho de Búzios
260,260,"-22,8356013","-42,0011481",1840697.1037985566,2018,Caminho de Búzios
261,261,"-22,8352731","-41,9987805",8894674.159713844,2005,Caminho de Búzios
262,262,"-22,8342093","-42,0002555",10003099.34774894,2019,Caminho de Búzios
263,263,"-22,8333906","-42,0002516",53733834.43025614,2020,Caminho de Búzios
264,264,"-22,8364481","-42,0002287",1746615.9460566584,2007,Caminho de Búzios
265,265,"-22,8364481","-42,0002287",4457782.735990376,2014,Caminho de Búzios
266,266,"-22,8309885","-42,007062",12041059.368228251,2021,Caminho de Búzios
267,267,"-22,8312846","-42,0068611",6696990.213945307,2022,Caminho de Búzios
268,268,"-22,8299935","-42,0081859",29323297.0042133,2014,Caminho de Búzios
269,269,"-22,8303756","-42,0078537",27489637.421774898,2013,Caminho de Búzios
270,270,"-22,8315449","-42,0064459",784848.9254478615,2012,Caminho de Búzios
271,271,"-22,8301978","-42,0077765",11737999.658928258,2009,Caminho de Búzios
272,272,"-22,8303483","-42,0079504",3496852.310515841,2008,Caminho de Búzios
273,273,"-22,83011","-42,0075054",18229554.40504846,2016,Caminho de Búzios
274,274,"-22,8333906","-42,0002516",9976102.32800058,2021,Caminho de Búzios
275,275,"-22,8296555","-42,0016937",6863341.376522616,2017,Caminho de Búzios
276,276,"-22,8296555","-42,0016937",27639712.367722407,2011,Caminho de Búzios
277,277,"-22,8296555","-42,0016937",10639963.389286572,2015,Caminho de Búzios
278,278,"-22,8296555","-42,0016937",11341563.350978838,2012,Caminho de Búzios
279,279,"-22,8296555","-42,0016937",9577094.635374282,2015,Caminho de Búzios
280,280,"-22,8296555","-42,0016937",6451888.493666235,2005,Caminho de Búzios
281,281,"-22,8299301","-42,0058346",24300931.74075315,2013,Caminho de Búzios
282,282,"-22,8295759","-42,006214",48800857.595243394,2012,Caminho de Búzios
283,283,"-22,8302425","-42,0075964",5761151.51855577,2019,Caminho de Búzios
284,284,"-22,8291601","-42,0066947",14659408.374653038,2014,Caminho de Búzios
285,285,"-22,8291884","-42,0065056",48773495.8316026,2012,Caminho de Búzios
286,286,"-22,8291595","-42,0067185",264008.2155524778,2018,Caminho de Búzios
287,287,"-22,8295759","-42,006214",17977292.373980217,2005,Caminho de Búzios
288,288,"-22,8296555","-42,0016937",69796992.8002783,2021,Caminho de Búzios
289,289,"-22,8333906","-42,0002516",11760350.384275228,2005,Caminho de Búzios
290,290,"-22,8333906","-42,0002516",27653523.274402358,2014,Caminho de Búzios
291,291,"-22,8302083","-42,0077872",7770879.760242241,2016,Caminho de Búzios
292,292,"-22,8291595","-42,0067185",17603219.453938767,2010,Caminho de Búzios
293,293,"-22,8291595","-42,0067185",54519637.46794745,2021,Caminho de Búzios
294,294,"-22,8268868","-42,0041314",123767.21093051723,2017,Caminho de Búzios
295,295,"-22,8290266","-42,0074087",730896.5183013526,2017,Caminho de Búzios
296,296,"-22,8268868","-42,0041314",17437230.600940246,2015,Caminho de Búzios
297,297,"-22,8268868","-42,0041314",18263853.019235518,2016,Caminho de Búzios
298,298,"-22,8351664","-42,0016211",7329365.800159363,2016,Caminho de Búzios
299,299,"-22,8268868","-42,0041314",6045970.043258866,2005,Caminho de Búzios
300,300,"-22,8268868","-42,0041314",2698791.025456593,2008,Caminho de Búzios
301,301,"-22,8268868","-42,0041314",9487797.999589507,2018,Caminho de Búzios
302,302,"-22,8271782","-42,0029734",2796893.0375265055,2010,Caminho de Búzios
303,303,"-22,8271782","-42,0029734",47263.74612894715,2021,Caminho de Búzios
304,304,"-22,8296555","-42,0016937",14076032.877401514,2015,Caminho de Búzios
305,305,"-22,8296555","-42,0016937",6336503.375107801,2013,Caminho de Búzios
306,306,"-22,8290266","-42,0074087",20027136.98325328,2012,Caminho de Búzios
307,307,"-22,8296555","-42,0016937",64896022.80278521,2015,Caminho de Búzios
308,308,"-22,8296555","-42,0016937",9410924.054368427,2017,Caminho de Búzios
309,309,"-22,8296555","-42,0016937",6230948.533978992,2008,Caminho de Búzios
310,310,"-22,8268868","-42,0041314",59824973.439491116,2019,Caminho de Búzios
311,311,"-22,8271782","-42,0029734",10805237.702064645,2020,Caminho de Búzios
312,312,"-22,8295759","-42,006214",9957775.113592908,2016,Caminho de Búzios
313,313,"-22,8291595","-42,0067185",3183311.430464924,2012,Caminho de Búzios
314,314,"-22,8291595","-42,0067185",7264836.337835717,2009,Caminho de Búzios
315,315,"-22,8295759","-42,006214",52497529.92397239,2017,Caminho de Búzios
316,316,"-22,8268868","-42,0041314",4512479.150315889,2013,Caminho de Búzios
317,317,"-22,8268868","-42,0041314",22487615.571808197,2011,Caminho de Búzios
318,318,"-22,8268868","-42,0041314",6736007.941271719,2006,Caminho de Búzios
319,319,"-22,8268868","-42,0041314",2387571.804150527,2021,Caminho de Búzios
320,320,"-22,8268868","-42,0041314",18348221.889079124,2010,Caminho de Búzios
321,321,"-22,8268868","-42,0041314",3301638.023273966,2014,Caminho de Búzios
322,322,"-22,8268868","-42,0041314",11571274.753029255,2011,Caminho de Búzios
323,323,"-22,8268868","-42,0041314",3567536.5890818476,2013,Caminho de Búzios
324,324,"-22,8271782","-42,0029734",13708410.647931587,2017,Caminho de Búzios
325,325,"-22,8271782","-42,0029734",9119740.73877955,2022,Caminho de Búzios
326,326,"-22,8271782","-42,0029734",1158523.1213113356,2013,Caminho de Búzios
327,327,"-22,8296555","-42,0016937",17407260.529193133,2019,Caminho de Búzios
328,328,"-22,8268868","-42,0041314",11466319.52157154,2013,Caminho de Búzios
329,329,"-22,8296555","-42,0016937",64693255.715633705,2014,Caminho de Búzios
330,330,"-22,8296555","-42,0016937",12784814.947972704,2020,Caminho de Búzios
331,331,"-22,8296555","-42,0016937",1038470.9442782573,2011,Caminho de Búzios
332,332,"-22,8296555","-42,0016937",19406190.263339043,2012,Caminho de Búzios
333,333,"-22,8268868","-42,0041314",16800167.718666337,2019,Caminho de Búzios
334,334,"-22,8296555","-42,0016937",50060482.57692007,2014,Caminho de Búzios
335,335,"-22,8296555","-42,0016937",11305893.019980298,2006,Caminho de Búzios
336,336,"-22,8294623","-42,0058801",55689712.447116874,2011,Caminho de Búzios
337,337,"-22,8295759","-42,006214",55900721.524408765,2012,Caminho de Búzios
338,338,"-22,8295759","-42,006214",16709867.095071822,2016,Caminho de Búzios
339,339,"-22,8295759","-42,006214",41577559.70631021,2009,Caminho de Búzios
340,340,"-22,8313784","-42,0065688",9415372.751615392,2018,Caminho de Búzios
341,341,"-22,831212","-42,0067729",15829841.661842603,2015,Caminho de Búzios
342,342,"-22,8302837","-42,0067315",15512425.147734335,2009,Caminho de Búzios
343,343,"-22,8301571","-42,006538",44791424.402064145,2015,Caminho de Búzios
344,344,"-22,8295759","-42,006214",53321257.1053777,2018,Caminho de Búzios
345,345,"-22,8295759","-42,006214",67958147.20376404,2010,Caminho de Búzios
346,346,"-22,8292726","-42,0056479",33197686.13032426,2018,Caminho de Búzios
347,347,"-22,8313784","-42,0065688",25074137.21373235,2013,Caminho de Búzios
348,348,"-22,8333906","-42,0002516",7388584.786161753,2020,Caminho de Búzios
349,349,"-22,8296555","-42,0016937",12487803.167354232,2012,Caminho de Búzios
350,350,"-22,8296555","-42,0016937",8390485.948167829,2014,Caminho de Búzios
351,351,"-22,8296555","-42,0016937",719060.6379271278,2012,Caminho de Búzios
352,352,"-22,8296555","-42,0016937",13603104.90411025,2014,Caminho de Búzios
353,353,"-22,8296555","-42,0016937",20672445.83327824,2017,Caminho de Búzios
354,354,"-22,8296555","-42,0016937",5111269.131252688,2011,Caminho de Búzios
355,355,"-22,8296555","-42,0016937",13431273.311650427,2006,Caminho de Búzios
356,356,"-22,8296555","-42,0016937",5011127.987472517,2009,Caminho de Búzios
357,357,"-22,8283092","-42,0037709",9363545.943877866,2010,Caminho de Búzios
358,358,"-22,8283092","-42,0037709",26305660.92871249,2007,Caminho de Búzios
359,359,"-22,8283092","-42,0037709",1242900.4028180076,2021,Caminho de Búzios
360,360,"-22,8283092","-42,0037709",2828191.7542019044,2012,Caminho de Búzios
361,361,"-22,8283092","-42,0037709",14644719.629337868,2015,Caminho de Búzios
